9,129712206;2,574457376;4,255672564;13,832207;-0,706104635;-5,326278341;-3,525310786;-14,10068605;-2,01963164;-0,426401433;-4,588141259;-0,4841453
3,055164541;23,12818351;2,653656525;0,851709665;NA;-3,784851911;-1,949513345;-9,855307097;-1,553772499;NA;-3,291390225;-0,160128154
4,881504442;0,941132689;23,22639411;4,331132816;-1,122368287;-4,970993798;-2,278734276;-11,7474057;-1,792982997;-0,333333333;-4,373354442;-0,36501045
17,05355876;0,069848258;1,346719314;57,48787127;-2,58429667;-15,2438119;-8,46930005;-41,28619602;-5,159384016;-0,540983607;-13,60425724;-2,126631253
-0,942056281;-0,223606798;-0,913996836;-1,864851565;3,752774405;1,297911464;5,237976657;-4,620485345;-0,38411064;NA;0,033637844;0,556879773
-6,931965955;-3,734613658;-4,413360425;-15,99823948;-1,532900539;15,95566682;-2,79620357;1,991943082;-4,320226707;NA;8,035018155;-1,656214467
-3,579057075;-1,195427738;-3,988115333;-7,838743799;5,911602549;-2,763663384;31,23088363;-12,46562355;-2,228300226;3;-2,314607042;-0,702300111
-15,62947629;-9,112018689;-11,18773181;-39,53854976;-3,217532664;0,142085266;-13,05830077;48,14195568;-11,64434672;-1,968119198;4,305403848;-5,483879014
-2,391402856;-1,568661515;-1,018101714;-5,129152926;-0,32279015;-3,942040776;-2,880707;-12,14139532;31,07880049;NA;-3,235994858;-1,455101277
NA;NA;NA;-0,666666667;NA;NA;NA;-1,264911064;NA;3,464101615;NA;NA
-5,89945104;-3,06686946;-3,785950384;-14,76865101;-1,346113854;7,588567338;-0,944793879;6,238001387;-3,700732556;NA;7,128404571;-1,510266869
-0,773628693;-0,238517518;-0,416915619;-2,321221923;1,978824672;-1,199093244;-0,874781109;-6,282945328;-1,455101277;NA;-0,657589949;12,75756649
